iter	RMSE
656	3.103925049
657	3.103373319
658	3.102609377
659	3.101771904
660	3.101087687
661	3.100472717
662	3.099868763
663	3.099180943
664	3.098458349
665	3.097845345
666	3.097130103
667	3.095891499
668	3.095411235
669	3.094784081
670	3.094105293
671	3.093216287
672	3.092544531
673	3.09204979
674	3.091415074
675	3.090363008
676	3.089689036
677	3.089006533
678	3.08822087
679	3.0876261
680	3.087008449
681	3.08634473
682	3.085878264
683	3.08508451
684	3.08429415
685	3.083749304
686	3.083224858
687	3.082643924
688	3.081989767
689	3.081389093
690	3.080707053
691	3.080190295
692	3.07942841
693	3.078826235
694	3.078314268
695	3.07788294
696	3.077264435
697	3.076672958
698	3.07598416
699	3.075506701
700	3.074786864
701	3.073810239
702	3.073305662
703	3.07279107
704	3.072013502
705	3.071468987
706	3.071017827
707	3.070282179
708	3.069586022
709	3.069078039
710	3.068549277
711	3.068050968
712	3.067390885
713	3.066675979
714	3.065945121
715	3.065107385
716	3.06438249
717	3.063736206
718	3.063317216
719	3.062378808
720	3.061713777
721	3.061065923
722	3.060406449
723	3.059749855
724	3.059195298
725	3.058542879
726	3.057951006
727	3.05761843
728	3.057163412
729	3.056557153
730	3.056025619
731	3.055509933
732	3.055005259
733	3.054245569
734	3.053638529
735	3.052963113
736	3.05250841
737	3.051973646
738	3.051546273
739	3.050950112
740	3.050257022
741	3.049679208
742	3.049273653
743	3.048766733
744	3.047918916
745	3.047333072
746	3.046716358
747	3.04600257
748	3.04549207
749	3.044875995
750	3.044217976
751	3.043323311
752	3.042525244
753	3.042034325
754	3.041526706
755	3.040843734
756	3.040221445
757	3.039705613
758	3.039276514
759	3.038475557
760	3.037786826
761	3.037088904
762	3.036495185
763	3.035406718
764	3.03500992
765	3.03433564
766	3.033648407
767	3.0328978
768	3.032359476
769	3.031925983
770	3.031330744
771	3.030816043
772	3.030277044
773	3.029724621
774	3.029306828
775	3.028988103
776	3.02825955
777	3.027546502
778	3.027014151
779	3.026301828
780	3.025889369
781	3.025128074
782	3.024409089
783	3.023563617
784	3.023075432
785	3.022673649
786	3.021945308
787	3.021367487
788	3.020849456
789	3.020456767
790	3.019792814
791	3.019261751
792	3.018713541
793	3.018034088
794	3.017531217
795	3.016942435
796	3.016368255
797	3.015704118
798	3.01509034
799	3.014644138
800	3.013748365
801	3.013072294
802	3.012678489
803	3.012120075
804	3.011859098
805	3.011304218
806	3.010827354
807	3.010387893
808	3.009415465
809	3.0088086
810	3.008254079
811	3.007771198
812	3.007310995
813	3.006693658
814	3.006256669
815	3.005779825
816	3.005041132
817	3.004744044
818	3.003613694
819	3.003021363
820	3.002632399
821	3.002062567
822	3.00151748
823	3.001332305
824	3.000873066
825	3.000318517
826	2.999988286
827	2.999153403
828	2.998707297
829	2.997950409
830	2.997540323
831	2.997063327
832	2.996284625
833	2.995736326
834	2.99535681
835	2.994727848
836	2.994067765
837	2.993525136
838	2.992923598
839	2.992430105
840	2.991842875
841	2.991374656
842	2.990896161
843	2.9903778
844	2.989914095
845	2.989213968
846	2.988828879
847	2.988289425
848	2.98775173
849	2.986976174
850	2.986478911
851	2.986175641
852	2.985475567
853	2.984818601
854	2.984216135
855	2.983665308
856	2.983143933
857	2.982598283
858	2.982046744
859	2.981550727
860	2.981195049
861	2.98029698
862	2.979394916
863	2.978829331
864	2.978460598
865	2.977810055
866	2.976885906
867	2.976422688
868	2.975846698
869	2.975155487
870	2.974713864
871	2.974150706
872	2.973526382
873	2.973313752
874	2.972725753
875	2.972359996
876	2.971810914
877	2.971408839
878	2.970948814
879	2.970501792
880	2.970050034
881	2.969561666
882	2.968689983
883	2.967933022
884	2.967057432
885	2.966574495
886	2.965832897
887	2.965416082
888	2.965005655
889	2.964780457
890	2.96441216
891	2.963957913
892	2.96330013
893	2.96274042
894	2.962229203
895	2.961409282
896	2.960930525
897	2.96037245
898	2.959896546
899	2.95932286
900	2.958779901
901	2.958248722
902	2.957849076
903	2.957379854
904	2.956888768
905	2.956316793
906	2.955903642
907	2.955333353
908	2.954697645
909	2.954241069
910	2.953797886
911	2.953224789
912	2.952691358
913	2.951938544
914	2.951316728
915	2.950582996
916	2.949939159
917	2.949504003
918	2.949085508
919	2.948672284
920	2.94797878
921	2.947317848
922	2.946837534
923	2.945977753
924	2.945603128
925	2.945143992
926	2.944791977
927	2.94409494
928	2.943359722
929	2.942785221
930	2.942455239
931	2.942059315
932	2.941333335
933	2.940673321
934	2.940111191
935	2.939680558
936	2.939119707
937	2.938637319
938	2.938143416
939	2.937617319
940	2.936890031
941	2.936308701
942	2.935733975
943	2.935284847
944	2.934806555
945	2.934133516
946	2.933465682
947	2.932725382
948	2.93229419
949	2.931859044
950	2.931385556
951	2.930981301
952	2.930444031
953	2.929882885
954	2.929589645
955	2.928923406
956	2.928287123
957	2.927658494
958	2.927154102
959	2.926755899
960	2.926347739
961	2.926021696
962	2.925596049
963	2.925382991
964	2.924978223
965	2.924607654
966	2.924305347
967	2.923706753
968	2.923477952
969	2.923018609
970	2.922623323
971	2.92221026
972	2.921505726
973	2.921049872
974	2.920573787
975	2.920287846
976	2.919775847
977	2.919409475
978	2.918855185
979	2.918440955
980	2.917982932
981	2.917224438
982	2.916777215
983	2.916399051
984	2.915894615
985	2.915163811
986	2.914627644
987	2.914297435
988	2.913719002
989	2.913192728
990	2.912589522
991	2.911768115
992	2.911406982
993	2.910774601
994	2.910328929
995	2.909813165
996	2.909347427
997	2.909009836
998	2.908641048
999	2.908128271
1000	2.907675832
1001	2.907017084
1002	2.906725567
1003	2.906244484
1004	2.905723009
1005	2.904866446
1006	2.904475375
1007	2.904030222
1008	2.9036177
1009	2.90331841
1010	2.902823063
1011	2.902279412
1012	2.901801629
1013	2.901145372
1014	2.900693226
1015	2.900296916
1016	2.89979255
1017	2.899341575
1018	2.898938381
1019	2.898391661
1020	2.897994292
1021	2.897578995
1022	2.897092776
1023	2.896561565
1024	2.895926155
1025	2.895371308
1026	2.894976186
1027	2.894724349
1028	2.894362048
1029	2.893597468
1030	2.893020225
1031	2.89264748
1032	2.892139541
1033	2.891520857
1034	2.89104716
1035	2.890380143
1036	2.890012604
1037	2.889462169
1038	2.889065172
1039	2.888594487
1040	2.888302285
1041	2.887821122
1042	2.887479733
1043	2.886860584
1044	2.886404491
1045	2.88595057
1046	2.885431623
1047	2.884976908
1048	2.884401679
1049	2.883785076
1050	2.883141504
1051	2.882821054
1052	2.882238979
1053	2.881500494
1054	2.881088598
1055	2.880406432
1056	2.879820658
1057	2.879353601
1058	2.878883256
1059	2.878282713
1060	2.877836722
1061	2.877274315
1062	2.87669326
1063	2.876269423
1064	2.875656328
1065	2.875326038
1066	2.874779332
1067	2.87448594
1068	2.873998817
1069	2.873374295
1070	2.872707896
1071	2.872308261
1072	2.871674891
1073	2.871088301
1074	2.870552493
1075	2.870114967
1076	2.869562971
1077	2.869211568
1078	2.868666168
1079	2.868150327
1080	2.867814122
1081	2.867174598
1082	2.866412983
1083	2.866093137
1084	2.865601145
1085	2.865145434
1086	2.8646465
1087	2.864294278
1088	2.863698103
1089	2.863366865
1090	2.862855453
1091	2.862467151
1092	2.861894399
1093	2.861413751
1094	2.860830229
1095	2.860028015
1096	2.859606774
1097	2.859089515
1098	2.858610444
1099	2.858156746
1100	2.857616679
1101	2.857056982
1102	2.856670265
1103	2.85632634
1104	2.855838818
1105	2.855170593
1106	2.854782217
1107	2.854003362
1108	2.853577342
1109	2.85304905
1110	2.85249548
1111	2.852055184
1112	2.851684004
1113	2.8511399
1114	2.850470357
1115	2.850121683
1116	2.849466722
1117	2.849080273
1118	2.848571383
1119	2.848015536
1120	2.847612436
1121	2.847157959
1122	2.846505457
1123	2.846154997
1124	2.845468248
1125	2.84497594
1126	2.844483763
1127	2.84405014
1128	2.843537314
1129	2.843308784
1130	2.842891788
1131	2.842259346
1132	2.841796746
1133	2.841396018
1134	2.841053717
1135	2.840814353
1136	2.840499221
1137	2.840126096
1138	2.839656526
1139	2.839369493
1140	2.838848764
1141	2.838388106
1142	2.837903585
1143	2.837378458
1144	2.836923212
1145	2.836613842
1146	2.83612804
1147	2.835606715
1148	2.83533645
1149	2.834723201
1150	2.834403694
1151	2.834053696
1152	2.833888797
1153	2.833455836
1154	2.833069271
1155	2.83247523
1156	2.832106272
1157	2.831495263
1158	2.830947061
1159	2.830320882
1160	2.829661882
1161	2.829013734
1162	2.82859474
1163	2.8283189
1164	2.82786819
1165	2.827468214
1166	2.827219086
1167	2.826717929
1168	2.826053944
1169	2.825736948
1170	2.825226908
1171	2.824863879
1172	2.82453518
1173	2.824051448
1174	2.823713158
1175	2.823204499
1176	2.822701101
1177	2.822197612
1178	2.821399491
1179	2.821032472
1180	2.820785617
1181	2.820476772
1182	2.819827934
1183	2.819493401
1184	2.819135756
1185	2.818727542
1186	2.817794977
1187	2.817179552
1188	2.816692696
1189	2.816329223
1190	2.816001389
1191	2.815828426
1192	2.815300715
1193	2.814765348
1194	2.81424631
1195	2.813877591
1196	2.813380412
1197	2.812973226
1198	2.812406617
1199	2.811928472
1200	2.811642774
1201	2.81134992
1202	2.81085383
1203	2.81049684
1204	2.809992043
1205	2.809356255
1206	2.809037484
1207	2.808729322
1208	2.808316192
1209	2.808096651
1210	2.807814406
1211	2.807402788
1212	2.807204259
1213	2.806788269
1214	2.80639836
1215	2.80615582
1216	2.805689465
1217	2.805143033
1218	2.804568906
1219	2.804213865
1220	2.803737622
1221	2.80331232
1222	2.802916648
1223	2.802539729
1224	2.80196914
1225	2.801261545
1226	2.800819028
1227	2.800304891
1228	2.799996098
1229	2.799539618
1230	2.798938571
1231	2.798406793
1232	2.79811663
1233	2.797776416
1234	2.797345359
1235	2.79710534
1236	2.796782859
1237	2.796274042
1238	2.795969986
1239	2.79537159
1240	2.794970934
1241	2.794380708
1242	2.794070378
1243	2.793560957
1244	2.793117221
1245	2.792877942
1246	2.792431999
1247	2.791883746
1248	2.791270448
1249	2.790861582
1250	2.790524681
1251	2.789930531
1252	2.789459695
1253	2.789176006
1254	2.788843764
1255	2.788197184
1256	2.787675632
1257	2.787179419
1258	2.78677659
1259	2.786224679
1260	2.785921075
1261	2.7851648
1262	2.784895063
1263	2.784493564
1264	2.783931566
1265	2.7836482
1266	2.783194022
1267	2.782678179
1268	2.782366766
1269	2.781914927
1270	2.781351412
1271	2.780784013
1272	2.780090873
1273	2.779455122
1274	2.778736247
1275	2.778396877
1276	2.777956266
1277	2.777462202
1278	2.777043977
1279	2.776694519
1280	2.776138494
1281	2.775913965
1282	2.775564254
1283	2.774958125
1284	2.774727724
1285	2.774408974
1286	2.774009068
1287	2.773205972
1288	2.772870928
1289	2.77251205
1290	2.772218064
1291	2.771927495
1292	2.77153713
1293	2.771161282
1294	2.770650542
1295	2.77024976
1296	2.769725941
1297	2.769345951
1298	2.76900621
1299	2.768417018
1300	2.768108566
1301	2.767790947
1302	2.767517846
1303	2.767003759
1304	2.766617713
1305	2.766124299
1306	2.765641273
1307	2.764785016
1308	2.764429772
1309	2.763964407
1310	2.763472972
1311	2.762972413
1312	2.762433154
1313	2.761945242
1314	2.76161006
1315	2.7612083
1316	2.760727764
1317	2.760354354
1318	2.760179021
1319	2.759728018
1320	2.75929448
1321	2.759113494
1322	2.758968138
1323	2.758537945
1324	2.758210507
1325	2.757894878
1326	2.757098827
1327	2.756625067
